Model,Price,Rating,RAM,ROM,Brand,Website,Rating
"realme C33 (Aqua Blue, 32 GB)","8,999",4.4,3 GB RAM , 32 GB ROM ,realme,WhatMobile,"16,512 Ratings"
"realme C33 (Night Sea, 32 GB)","8,999",4.4,3 GB RAM , 32 GB ROM ,realme,WhatMobile,"16,512 Ratings"
"realme C33 (Sandy Gold, 32 GB)","8,999",4.4,3 GB RAM , 32 GB ROM ,realme,WhatMobile,"16,512 Ratings"
"realme C11 2021 (Cool Grey, 32 GB)","7,499",4.4,2 GB RAM , 32 GB ROM ,realme,WhatMobile,"2,33,435 Ratings"
"realme C11 2021 (Cool Blue, 32 GB)","7,499",4.4,2 GB RAM , 32 GB ROM ,realme,WhatMobile,"2,33,435 Ratings"
"vivo T1 44W (Starry Sky, 128 GB)","17,999",4.3,8 GB RAM , 128 GB ROM ,vivo,WhatMobile,"5,156 Ratings"
"Google Pixel 6a (Chalk, 128 GB)","29,999",4.3,6 GB RAM , 128 GB ROM,Google,WhatMobile,"22,516 Ratings"
"POCO M4 Pro (Yellow, 64 GB)","14,999",4.3,6 GB RAM , 64 GB ROM ,POCO,WhatMobile,"1,30,276 Ratings"
"SAMSUNG GALAXY M13 5G (?Stardust Brown, 128 GB)","14,698",4.1,6 GB RAM , 128 GB ROM,SAMSUNG,WhatMobile,402 Ratings
"OnePlus Nord CE 2 Lite 5G (Blue Tide, 128 GB)","19,987",4.3,6 GB RAM , 128 GB ROM,OnePlus,WhatMobile,"40,620 Ratings"
"POCO C50 (Country Green, 32 GB)","7,299",2.7,3 GB RAM , 32 GB ROM ,POCO,WhatMobile,3 Ratings
"POCO M4 Pro 5G (Yellow, 128 GB)","14,999",4.2,8 GB RAM , 128 GB ROM ,POCO,WhatMobile,"7,856 Ratings"
"REDMI 10 Prime (Astral White, 128 GB)","12,999",4.2,6 GB RAM , 128 GB ROM ,REDMI,WhatMobile,"10,213 Ratings"
"realme 9i 5G (Rocking Black, 64 GB)","14,999",4.5,4 GB RAM , 64 GB ROM ,realme,WhatMobile,"37,211 Ratings"
"realme 9i 5G (Soulful Blue, 64 GB)","14,999",4.5,4 GB RAM , 64 GB ROM ,realme,WhatMobile,"37,211 Ratings"
"realme 9i 5G (Metallica Gold, 64 GB)","14,999",4.5,4 GB RAM , 64 GB ROM ,realme,WhatMobile,"37,211 Ratings"
"REDMI A1 (Light Green, 32 GB)","6,335",4.2,2 GB RAM , 32 GB ROM,REDMI,WhatMobile,"1,893 Ratings"
"Infinix HOT 12 Play (Champagne Gold, 64 GB)","8,699",4.3,4 GB RAM , 64 GB ROM ,Infinix,WhatMobile,"1,08,143 Ratings"
"Infinix HOT 12 Play (Daylight Green, 64 GB)","8,699",4.3,4 GB RAM , 64 GB ROM ,Infinix,WhatMobile,"1,08,143 Ratings"
"Infinix HOT 12 Play (Horizon Blue, 64 GB)","8,699",4.3,4 GB RAM , 64 GB ROM ,Infinix,WhatMobile,"1,08,143 Ratings"
"Infinix HOT 12 Play (Racing Black, 64 GB)","8,699",4.3,4 GB RAM , 64 GB ROM ,Infinix,WhatMobile,"1,08,143 Ratings"
"REDMI 10A (Charcoal Black, 32 GB)","7,990",4.1,3 GB RAM , 32 GB ROM,REDMI,WhatMobile,"1,550 Ratings"
KARBONN KX3,998,4,31 MB RAM , 32 MB ROM,KARBONN,WhatMobile,"1,915 Ratings"
Micromax X415,936,3.9,32 MB RAM , 32 MB ROM,Micromax,WhatMobile,747 Ratings
"Infinix Note 12 (Jewel Blue, 128 GB)","11,999",4.2,6 GB RAM , 128 GB ROM ,Infinix,WhatMobile,"11,430 Ratings"
"SAMSUNG GALAXY M13 (Midnight Blue, 64 GB)","10,998",4.2,4 GB RAM , 64 GB ROM,SAMSUNG,WhatMobile,"1,860 Ratings"
"Tecno Spark 8T (Turquoise Cyan, 64 GB)","8,985",4.2,4 GB RAM , 64 GB ROM ,Tecno,WhatMobile,348 Ratings
"Infinix Note 12 TURBO (Snowfall, 128 GB)","13,999",4.2,8 GB RAM , 128 GB ROM ,Infinix,WhatMobile,"7,196 Ratings"
"Realme C30 - Locked with Airtel Prepaid (Bamboo Green, 32 GB)","5,499",4.3,2 GB RAM , 32 GB ROM ,Realme,WhatMobile,"66,939 Ratings"
"Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)","5,499",4.3,2 GB RAM , 32 GB ROM ,Realme,WhatMobile,"66,939 Ratings"
"Infinix Note 12 (Force Black, 128 GB)","11,999",4.2,6 GB RAM , 128 GB ROM ,Infinix,WhatMobile,"11,430 Ratings"
"REDMI Note 12 Pro+ 5G (Arctic White, 256 GB)","29,999",,8 GB RAM , 256 GB ROM,REDMI,WhatMobile,#VALUE!
LAVA Flip,"1,879",4.1,32 MB RAM , 32 MB ROM ,LAVA,WhatMobile,"13,313 Ratings"
LAVA Flip,"1,879",4.1,32 MB RAM , 32 MB ROM ,LAVA,WhatMobile,"13,313 Ratings"
"POCO X4 Pro 5G (Laser Blue, 128 GB)","21,999",4.1,8 GB RAM , 128 GB ROM ,POCO,WhatMobile,"14,202 Ratings"
Nokia 110 TA-1302 DS,"1,715",4,4 MB RAM , 4 MB ROM ,Nokia,WhatMobile,"24,647 Ratings"
"REDMI Note 10T 5G (Mint Green, 128 GB)","16,999",4.2,6 GB RAM , 128 GB ROM,REDMI,WhatMobile,"30,870 Ratings"
"MOTOROLA Edge 30 Pro (Cosmos Blue, 128 GB)","34,999",4,8 GB RAM , 128 GB ROM,MOTOROLA,WhatMobile,"1,010 Ratings"
itel It2171,999,4.1,32 MB RAM , 32 MB ROM ,itel,WhatMobile,"3,569 Ratings"
"realme C33 (Night Sea, 64 GB)","9,999",4.5,4 GB RAM , 64 GB ROM ,realme,WhatMobile,"52,460 Ratings"
"realme C33 (Aqua Blue, 64 GB)","9,999",4.5,4 GB RAM , 64 GB ROM ,realme,WhatMobile,"52,460 Ratings"
"realme C33 (Sandy Gold, 64 GB)","9,999",4.5,4 GB RAM , 64 GB ROM ,realme,WhatMobile,"52,460 Ratings"
itel Ace2 Star,899,4.4,4 MB RAM , 4 MB ROM,itel,WhatMobile,46 Ratings
"MOTOROLA G60 (Frosted Champagne, 128 GB)","15,999",4.2,6 GB RAM , 128 GB ROM,MOTOROLA,WhatMobile,"1,31,824 Ratings"
"OPPO F19 (Midnight Blue, 128 GB)","15,490",4.3,6 GB RAM , 128 GB ROM ,OPPO,WhatMobile,"22,833 Ratings"
"OPPO F19 (Prism Black, 128 GB)","15,490",4.3,6 GB RAM , 128 GB ROM ,OPPO,WhatMobile,"22,833 Ratings"
"vivo Y01A (Sapphire Blue, 32 GB)","7,850",4.2,2 GB RAM , 32 GB ROM,vivo,WhatMobile,544 Ratings
"realme C33 (Sandy Gold, 64 GB)","9,999",4.5,4 GB RAM , 64 GB ROM ,realme,WhatMobile,"52,460 Ratings"
"realme C33 (Night Sea, 64 GB)","9,999",4.5,4 GB RAM , 64 GB ROM ,realme,WhatMobile,"52,460 Ratings"
"REDMI Note 11 SE (Bifrost Blue, 64 GB)","16,998",4.3,6 GB RAM , 64 GB ROM ,REDMI,WhatMobile,"30,409 Ratings"
SAMSUNG GT-E1215,"1,650",4.3,,NA ROM,SAMSUNG,WhatMobile,"53,933 Ratings"
"OPPO F19 (Midnight Blue, 128 GB)","15,490",4.3,6 GB RAM , 128 GB ROM ,OPPO,WhatMobile,"22,833 Ratings"
"OPPO F19 (Prism Black, 128 GB)","15,490",4.3,6 GB RAM , 128 GB ROM ,OPPO,WhatMobile,"22,833 Ratings"
Micromax X512,"1,119",4.1,30 MB RAM , 24 MB ROM,Micromax,WhatMobile,258 Ratings
"POCO F4 5G (Night Black, 128 GB)","25,999",4.3,8 GB RAM , 128 GB ROM,POCO,WhatMobile,"4,248 Ratings"
"MOTOROLA edge 30 (Meteor Grey, 128 GB)","22,999",4.1,6 GB RAM , 128 GB ROM,MOTOROLA,WhatMobile,"6,637 Ratings"
"Infinix Note 11s Free Fire Edition (Haze Green, 128 GB)","15,999",4.2,8 GB RAM , 128 GB ROM ,Infinix,WhatMobile,"7,333 Ratings"
"APPLE iPhone 11 (Red, 64 GB)","39,999",4.6,,64 GB ROM,APPLE,WhatMobile,"1,76,742 Ratings"
"IQOO Z6 44W (Ravan Black, 128 GB)","16,299",4.2,6 GB RAM , 128 GB ROM,IQOO,WhatMobile,607 Ratings
"Google Pixel 6a (Charcoal, 128 GB)","29,999",4.3,6 GB RAM , 128 GB ROM,Google,WhatMobile,"22,516 Ratings"
"realme Narzo 50i (Carbon Black, 32 GB)","6,920",4.5,2 GB RAM , 32 GB ROM ,realme,WhatMobile,"1,21,209 Ratings"
LAVA A1 Josh 2021,"1,089",4.1,0 MB ROM , Expandable Upto 32 GB,LAVA,WhatMobile,"7,344 Ratings"
SAMSUNG Guru Music 2,"2,075",4.3,,NA ROM,SAMSUNG,WhatMobile,"1,96,562 Ratings"
"REDMI 10A SPORT (SLATE GREY, 128 GB)","10,447",4,6 GB RAM , 128 GB ROM,REDMI,WhatMobile,548 Ratings
"realme 9 Pro+ 5G (Aurora Green, 128 GB)","21,499",4.4,6 GB RAM , 128 GB ROM,realme,WhatMobile,"30,596 Ratings"
"realme C35 (Glowing Black, 128 GB)","13,999",4.2,6 GB RAM , 128 GB ROM ,realme,WhatMobile,"12,952 Ratings"
"realme C35 (Glowing Green, 128 GB)","13,999",4.2,6 GB RAM , 128 GB ROM ,realme,WhatMobile,"12,952 Ratings"
"POCO M4 Pro (Cool Blue, 128 GB)","17,999",4.3,8 GB RAM , 128 GB ROM ,POCO,WhatMobile,"12,383 Ratings"
"REDMI 10A SPORT (SEA BLUE, 128 GB)","9,995",4,6 GB RAM , 128 GB ROM,REDMI,WhatMobile,548 Ratings
"REDMI Note 11 SE (Thunder Purple, 64 GB)","11,999",4.3,6 GB RAM , 64 GB ROM ,REDMI,WhatMobile,"30,409 Ratings"
Micromax X708,"1,219",3.9,32 MB RAM , 32 MB ROM,Micromax,WhatMobile,"1,856 Ratings"
Micromax X708,"1,318",3.9,32 MB RAM , 32 MB ROM,Micromax,WhatMobile,"1,856 Ratings"
Motorola a70,"1,959",4.1,0 MB ROM , Expandable Upto 32 GB,Motorola,WhatMobile,"1,549 Ratings"
Motorola a70,"1,999",4,4 MB RAM , 4 MB ROM ,Motorola,WhatMobile,842 Ratings
"Tecno POVA 4 (Uranolith Grey, 128 GB)","12,826",4.3,8 GB RAM , 128 GB ROM ,Tecno,WhatMobile,4 Ratings
LAVA Hero 600i,919,4.2,4 MB RAM , 3 MB ROM ,LAVA,WhatMobile,37 Ratings
"POCO M4 Pro (Cool Blue, 128 GB)","17,999",4.3,8 GB RAM , 128 GB ROM ,POCO,WhatMobile,"12,383 Ratings"
"vivo Y16 (Steller Black, 32 GB)","9,999",4.3,3 GB RAM , 32 GB ROM ,vivo,WhatMobile,776 Ratings
"realme C30s (Stripe Blue, 32 GB)","7,499",4.5,2 GB RAM , 32 GB ROM ,realme,WhatMobile,"3,975 Ratings"
LAVA Gem,"1,729",4.2,32 MB RAM , 32 MB ROM ,LAVA,WhatMobile,"7,884 Ratings"
LAVA A1 2021,"1,119",4.1,32 MB RAM , 24 MB ROM ,LAVA,WhatMobile,"3,851 Ratings"
"REDMI Note 10S (Deep Sea Blue, 128 GB)","16,370",4.2,8 GB RAM , 128 GB ROM ,REDMI,WhatMobile,"7,183 Ratings"
"Tecno Pova 3 (Electric Blue, 64 GB)","11,990",4.2,4 GB RAM , 64 GB ROM ,Tecno,WhatMobile,253 Ratings
"Tecno Pova 3 (Tech Silver, 64 GB)","10,955",4.2,4 GB RAM , 64 GB ROM ,Tecno,WhatMobile,253 Ratings
"POCO F4 5G (Night Black, 256 GB)","29,999",4.4,12 GB RAM , 256 GB ROM,POCO,WhatMobile,"2,469 Ratings"
SAMSUNG Guru 1200,"1,640",4.1,153 MB RAM , 153 MB ROM,SAMSUNG,WhatMobile,"7,072 Ratings"
"Tecno Pop 5 Pro (Deepsea Luster, 32 GB)","7,299",4.2,3 GB RAM , 32 GB ROM ,Tecno,WhatMobile,358 Ratings
Kechaoda K112,"1,610",4,32 MB RAM , 64 MB ROM ,Kechaoda,WhatMobile,"19,126 Ratings"
GREENBERRI F1,"1,299",3.9,64 MB RAM , 64 MB ROM ,GREENBERRI,WhatMobile,"1,511 Ratings"
"SAMSUNG Galaxy F22 (Denim Blue, 64 GB)","11,499",4.3,4 GB RAM , 64 GB ROM ,SAMSUNG,WhatMobile,"1,01,336 Ratings"
"REDMI Note 12 Pro 5G (Onyx Black, 128 GB)","24,999",,6 GB RAM , 128 GB ROM,REDMI,WhatMobile,#VALUE!
"Nothing Phone (1) (Black, 128 GB)","25,999",4.3,8 GB RAM , 128 GB ROM,Nothing,WhatMobile,"39,201 Ratings"
"Nothing Phone (1) (Black, 256 GB)","35,499",4.3,12 GB RAM , 256 GB ROM,Nothing,WhatMobile,"5,975 Ratings"
"Nothing Phone (1) (White, 256 GB)","28,499",4.3,8 GB RAM , 256 GB ROM,Nothing,WhatMobile,"39,201 Ratings"
LAVA A1 2021,"1,119",4.1,32 MB RAM , 24 MB ROM ,LAVA,WhatMobile,"3,851 Ratings"
"REDMI Note 12 Pro+ 5G (Iceberg Blue, 256 GB)","32,999",,12 GB RAM , 256 GB ROM,REDMI,WhatMobile,#VALUE!
LAVA 34 Ultra,"1,649",4.1,24 MB RAM , 32 MB ROM ,LAVA,WhatMobile,"1,418 Ratings"
"SAMSUNG Galaxy M33 5G (Deep Ocean Blue, 128 GB)","19,698",4.3,8 GB RAM , 128 GB ROM,SAMSUNG,WhatMobile,784 Ratings
"I Kall King Talking, Contact icon and Auto Call Recording",744,3.6,32 MB RAM , 32 MB ROM,I,WhatMobile,"14,932 Ratings"
Kechaoda K112,"1,609",4,32 MB RAM , 64 MB ROM ,Kechaoda,WhatMobile,"19,126 Ratings"
"REDMI 10A (Charcoal Black, 64 GB)","8,579",4.2,4 GB RAM , 64 GB ROM,REDMI,WhatMobile,"7,695 Ratings"
"APPLE iPhone 12 (Black, 128 GB)","57,999",4.6,,128 GB ROM,APPLE,WhatMobile,"1,85,701 Ratings"
MTR Ferrari,"1,300",4.1,64 MB RAM , 64 MB ROM,MTR,WhatMobile,"6,207 Ratings"
MTR Ferrari,"1,300",4.1,64 MB RAM , 64 MB ROM,MTR,WhatMobile,"6,207 Ratings"
Nokia 105 PLUS,"1,549",4.1,4 MB RAM , 4 MB ROM,Nokia,WhatMobile,"5,686 Ratings"
Snexian GURU 310,698,3.3,32 MB RAM , 32 MB ROM,Snexian,WhatMobile,"18,230 Ratings"
DIZO Star 500,"1,999",4,32 MB RAM , 32 MB ROM ,DIZO,WhatMobile,"12,294 Ratings"
"Infinix HOT 20 5G (Blaster Green, 64 GB)","11,499",4.2,4 GB RAM , 64 GB ROM ,Infinix,WhatMobile,831 Ratings
"Tecno Spark 9 (Infinity Black, 64 GB)","8,479",4.1,4 GB RAM , 64 GB ROM ,Tecno,WhatMobile,293 Ratings
MU M5000,"1,179",3.9,32 MB RAM , 32 MB ROM,MU,WhatMobile,"2,295 Ratings"
"SAMSUNG Galaxy M33 5G (Deep Ocean Blue, 128 GB)","19,298",4.3,8 GB RAM , 128 GB ROM,SAMSUNG,WhatMobile,784 Ratings
itel It2171,999,4.1,32 MB RAM , 32 MB ROM ,itel,WhatMobile,"3,569 Ratings"
"vivo Y01A (Sapphire Blue, 32 GB)","7,999",4.2,2 GB RAM , 32 GB ROM,vivo,WhatMobile,544 Ratings
"REDMI Note 12 Pro 5G (Onyx Black, 256 GB)","27,999",,8 GB RAM , 256 GB ROM,REDMI,WhatMobile,#VALUE!
LAVA A1,"1,129",4.2,24 MB RAM , 24 MB ROM ,LAVA,WhatMobile,"1,07,469 Ratings"
"vivo Y01 (Elegant Black, 32 GB)","7,999",4.3,2 GB RAM , 32 GB ROM,vivo,WhatMobile,549 Ratings
"OPPO F19s (Glowing Gold, 128 GB)","19,990",4.5,6 GB RAM , 128 GB ROM ,OPPO,WhatMobile,"8,966 Ratings"
LAVA A1 2021,"1,129",4.1,32 MB RAM , 24 MB ROM ,LAVA,WhatMobile,"3,851 Ratings"
"Infinix Zero 20 (Green Fantasy, 128 GB)","17,999",4.4,8 GB RAM , 128 GB ROM ,Infinix,WhatMobile,449 Ratings
"Infinix Zero 20 (DEEP GRAY, 128 GB)","17,999",4.4,8 GB RAM , 128 GB ROM ,Infinix,WhatMobile,449 Ratings
itel Ace 2N,899,4.2,4 MB RAM , 4 MB ROM ,itel,WhatMobile,354 Ratings
"realme Narzo 50i (Carbon Black, 64 GB)","8,999",4.3,4 GB RAM , 64 GB ROM ,realme,WhatMobile,"61,879 Ratings"
KARBONN KX3,993,3.9,32 MB RAM , 32 MB ROM ,KARBONN,WhatMobile,"8,355 Ratings"
"REDMI Note 11S (Horizon Blue, 64 GB)","15,399",4.2,6 GB RAM , 64 GB ROM,REDMI,WhatMobile,"2,082 Ratings"
"Infinix Note 11s Free Fire Edition (Mithril Grey, 128 GB)","15,999",4.2,8 GB RAM , 128 GB ROM ,Infinix,WhatMobile,"7,333 Ratings"
"realme C35 (Glowing Green, 128 GB)","12,999",4.4,4 GB RAM , 128 GB ROM ,realme,WhatMobile,"1,59,779 Ratings"
GFive V8,725,3.8,32 MB RAM , 32 MB ROM,GFive,WhatMobile,767 Ratings
"IQOO Neo 6 5G (Dark Nova, 128 GB)","30,199",4.3,8 GB RAM , 128 GB ROM,IQOO,WhatMobile,754 Ratings
"REDMI Note 11T 5G (Aquamarine Blue, 128 GB)","16,988",4.3,6 GB RAM , 128 GB ROM,REDMI,WhatMobile,"5,436 Ratings"
"Infinix Hot 12 Pro (Racing Black, 64 GB)","9,999",4.2,6 GB RAM , 64 GB ROM ,Infinix,WhatMobile,"5,542 Ratings"
"Infinix Hot 12 Pro (Halo White, 64 GB)","9,999",4.2,6 GB RAM , 64 GB ROM ,Infinix,WhatMobile,"5,542 Ratings"
"APPLE iPhone 12 (White, 128 GB)","57,999",4.6,,128 GB ROM,APPLE,WhatMobile,"1,85,701 Ratings"
"APPLE iPhone 12 (Purple, 128 GB)","57,999",4.6,,128 GB ROM,APPLE,WhatMobile,"1,85,701 Ratings"
"REDMI 9 Activ (Coral Green, 128 GB)","10,499",4.2,6 GB RAM , 128 GB ROM ,REDMI,WhatMobile,"4,552 Ratings"
"vivo T1 Pro 5G (Turbo Cyan, 128 GB)","24,999",4.3,8 GB RAM , 128 GB ROM,vivo,WhatMobile,"14,613 Ratings"
"SAMSUNG Galaxy M33 5G (Mystique Green, 128 GB)","18,300",4.2,6 GB RAM , 128 GB ROM,SAMSUNG,WhatMobile,"7,179 Ratings"
Nokia 105 TA-1416 DS,"1,599",4.1,32 MB RAM , 32 MB ROM,Nokia,WhatMobile,"4,334 Ratings"
"realme 9i 5G (Rocking Black, 128 GB)","16,999",4.3,6 GB RAM , 128 GB ROM ,realme,WhatMobile,"4,970 Ratings"
LAVA A1 2021,"1,119",4.1,0 MB ROM , Expandable Upto 32 GB,LAVA,WhatMobile,"1,913 Ratings"
"realme 9 Pro+ 5G (Aurora Green, 128 GB)","23,499",4.4,8 GB RAM , 128 GB ROM,realme,WhatMobile,"27,012 Ratings"
"realme 9 Pro+ 5G (Midnight Black, 128 GB)","23,499",4.4,8 GB RAM , 128 GB ROM,realme,WhatMobile,"27,012 Ratings"
"realme 9 Pro+ 5G (Aurora Green, 256 GB)","25,499",4.4,8 GB RAM , 256 GB ROM,realme,WhatMobile,"27,012 Ratings"
Nokia 105,"1,399",4.1,,32 MB ROM,Nokia,WhatMobile,"30,957 Ratings"
LAVA Flip,"1,945",4.2,56 MB RAM , 56 MB ROM,LAVA,WhatMobile,"1,423 Ratings"
"APPLE iPhone 12 (White, 128 GB)","57,999",4.6,,128 GB ROM,APPLE,WhatMobile,"1,85,701 Ratings"
KARBONN Jumbo K9,"1,335",4,,Expandable Upto 8 GB,KARBONN,WhatMobile,"12,673 Ratings"
LAVA A1 2021,"1,119",4.1,0 MB ROM , Expandable Upto 32 GB,LAVA,WhatMobile,"1,913 Ratings"
"realme 9 Pro+ 5G (Midnight Black, 128 GB)","23,499",4.4,8 GB RAM , 128 GB ROM,realme,WhatMobile,"27,012 Ratings"
"realme 9 Pro+ 5G (Midnight Black, 256 GB)","25,499",4.4,8 GB RAM , 256 GB ROM,realme,WhatMobile,"27,012 Ratings"
"realme 9 Pro+ 5G (Aurora Green, 256 GB)","25,499",4.4,8 GB RAM , 256 GB ROM,realme,WhatMobile,"27,012 Ratings"
"realme 9 Pro+ 5G (Aurora Green, 128 GB)","23,499",4.4,8 GB RAM , 128 GB ROM,realme,WhatMobile,"27,012 Ratings"
"realme 9 Pro+ 5G (Midnight Black, 128 GB)","21,499",4.4,6 GB RAM , 128 GB ROM,realme,WhatMobile,"30,596 Ratings"
"Infinix Note 12 Pro (Volcanic Grey, 256 GB)","14,999",4.2,8 GB RAM , 256 GB ROM ,Infinix,WhatMobile,"2,968 Ratings"
"realme 10 Pro+ 5G (Nebula Blue, 128 GB)","24,999",4.5,6 GB RAM , 128 GB ROM,realme,WhatMobile,"4,381 Ratings"
Nokia 105 PLUS,"1,549",4.1,4 MB RAM , 4 MB ROM,Nokia,WhatMobile,"5,686 Ratings"
"vivo Y01 (Elegant Black, 32 GB)","7,999",4.3,2 GB RAM , 32 GB ROM,vivo,WhatMobile,549 Ratings
itel it2175,"1,095",4,4 MB RAM , 4 MB ROM ,itel,WhatMobile,326 Ratings
"Infinix Note 12 TURBO (Jewel Blue, 128 GB)","13,999",4.2,8 GB RAM , 128 GB ROM ,Infinix,WhatMobile,"7,196 Ratings"
MTR Ferrari,"1,300",4.1,64 MB RAM , 64 MB ROM,MTR,WhatMobile,"6,207 Ratings"
"Infinix Note 12 TURBO (Force Black, 128 GB)","13,999",4.2,8 GB RAM , 128 GB ROM ,Infinix,WhatMobile,"7,196 Ratings"
"realme 9 5G SE (Azure Glow, 128 GB)","19,999",4.4,6 GB RAM , 128 GB ROM ,realme,WhatMobile,"25,528 Ratings"
"realme C30s (Stripe Black, 32 GB)","7,499",4.5,2 GB RAM , 32 GB ROM ,realme,WhatMobile,"3,975 Ratings"
"realme 9 5G SE (Starry Glow, 128 GB)","19,999",4.4,6 GB RAM , 128 GB ROM ,realme,WhatMobile,"25,528 Ratings"
Micromax X415,925,3.9,32 MB RAM , 32 MB ROM,Micromax,WhatMobile,747 Ratings
Micromax X415,957,3.9,56 MB RAM , 36 MB ROM,Micromax,WhatMobile,"1,083 Ratings"
LAVA A1 Super 2021,"1,199",4,32 MB RAM , 24 MB ROM ,LAVA,WhatMobile,"2,088 Ratings"
"REDMI A1+ (Light Green, 32 GB)","7,499",4.2,2 GB RAM , 32 GB ROM ,REDMI,WhatMobile,542 Ratings
Micromax X818,"1,591",3.9,32 MB RAM , 32 MB ROM,Micromax,WhatMobile,"1,924 Ratings"
"REDMI 9 Activ (Carbon Black, 128 GB)","10,499",4.2,6 GB RAM , 128 GB ROM ,REDMI,WhatMobile,"4,552 Ratings"
"realme 9 Pro 5G (Sunrise Blue, 128 GB)","20,999",4.3,8 GB RAM , 128 GB ROM ,realme,WhatMobile,"13,963 Ratings"
"realme 9 Pro 5G (Aurora Green, 128 GB)","18,999",4.4,6 GB RAM , 128 GB ROM ,realme,WhatMobile,"79,039 Ratings"
"Infinix Hot 12 Pro (Lightsaber Green, 128 GB)","11,999",4,8 GB RAM , 128 GB ROM ,Infinix,WhatMobile,"3,969 Ratings"
"realme 9 Pro 5G (Midnight Black, 128 GB)","18,999",4.4,6 GB RAM , 128 GB ROM ,realme,WhatMobile,"79,039 Ratings"
"realme 9 Pro 5G (Sunrise Blue, 128 GB)","18,999",4.4,6 GB RAM , 128 GB ROM ,realme,WhatMobile,"79,039 Ratings"
Micromax X512,"1,175",3.9,56 MB RAM , 24 MB ROM,Micromax,WhatMobile,"9,758 Ratings"
Micromax X513+,"1,101",3.8,32 MB RAM , 32 MB ROM,Micromax,WhatMobile,"1,152 Ratings"
"vivo Y75 (Moonlight Shadow, 128 GB)","19,990",4.2,8 GB RAM , 128 GB ROM ,vivo,WhatMobile,"1,465 Ratings"
SAMSUNG Guru Music 2 SM-B315E,"2,022",4.2,,Expandable Upto 16 GB,SAMSUNG,WhatMobile,"9,103 Ratings"
Kechaoda K28,"1,399",4.1,32 MB RAM , 64 MB ROM ,Kechaoda,WhatMobile,"2,691 Ratings"
SAMSUNG Guru Music 2,"2,075",4.2,0.53 RAM , NA KB ROM ,SAMSUNG,WhatMobile,"2,022 Ratings"
"realme Narzo 50 (Speed Black, 64 GB)","12,899",4.5,4 GB RAM , 64 GB ROM ,realme,WhatMobile,"14,747 Ratings"
Micromax X513+,"1,112",3.8,32 MB RAM , 32 MB ROM,Micromax,WhatMobile,"1,152 Ratings"
itel Power 410,"1,599",4.1,4 MB RAM , 4 MB ROM ,itel,WhatMobile,"1,689 Ratings"
Energizer M1,749,3.6,32 MB RAM , 32 MB ROM,Energizer,WhatMobile,507 Ratings
"Redmi Note 11 (Horizon Blue, 64 GB)","13,481",4.2,6 GB RAM , 64 GB ROM,Redmi,WhatMobile,"9,161 Ratings"
"IQOO Z6 Lite 5G (Stellar Green, 128 GB)","16,499",,6 GB RAM , 128 GB ROM,IQOO,WhatMobile,#VALUE!
"REDMI Note 10S (Deep Sea Blue, 128 GB)","16,340",4.2,8 GB RAM , 128 GB ROM ,REDMI,WhatMobile,"7,183 Ratings"
"OPPO A16 (Crystal Black, 64 GB)","12,990",4.3,4 GB RAM , 64 GB ROM,OPPO,WhatMobile,"3,670 Ratings"
"IQOO Neo 6 5G (Cyber Rage, 128 GB)","30,499",4.3,8 GB RAM , 128 GB ROM,IQOO,WhatMobile,754 Ratings
"IQOO Neo 6 5G (Maverick Orange, 128 GB)","30,349",4.3,8 GB RAM , 128 GB ROM,IQOO,WhatMobile,754 Ratings
itel Power 410,"1,599",4.1,4 MB RAM , 4 MB ROM ,itel,WhatMobile,"1,689 Ratings"
"realme Narzo 50 (Speed Black, 128 GB)","15,499",4.4,6 GB RAM , 128 GB ROM ,realme,WhatMobile,"7,120 Ratings"
Energizer M1,749,3.6,32 MB RAM , 32 MB ROM,Energizer,WhatMobile,507 Ratings
"vivo Y16 (Steller Black, 64 GB)","10,999",4.3,3 GB RAM , 64 GB ROM ,vivo,WhatMobile,776 Ratings
"vivo Y16 (Steller Black, 64 GB)","12,499",4.3,4 GB RAM , 64 GB ROM ,vivo,WhatMobile,615 Ratings
Kechaoda K28,"1,399",4.1,32 MB RAM , 64 MB ROM ,Kechaoda,WhatMobile,"2,691 Ratings"
Kechaoda K28,"1,399",4.1,32 MB RAM , 64 MB ROM,Kechaoda,WhatMobile,"2,691 Ratings"
"Redmi Note 11 (Horizon Blue, 64 GB)","13,488",4.2,6 GB RAM , 64 GB ROM,Redmi,WhatMobile,"9,161 Ratings"
"SAMSUNG Galaxy A03 Core (Bronze, 32 GB)","6,909",4,2 GB RAM , 32 GB ROM ,SAMSUNG,WhatMobile,"2,439 Ratings"
"OPPO A16 (Crystal Black, 64 GB)","12,990",4.3,4 GB RAM , 64 GB ROM,OPPO,WhatMobile,"3,670 Ratings"
"IQOO Neo 6 5G (Maverick Orange, 128 GB)","30,349",4.3,8 GB RAM , 128 GB ROM,IQOO,WhatMobile,754 Ratings
"IQOO Neo 6 5G (Cyber Rage, 128 GB)","30,499",4.3,8 GB RAM , 128 GB ROM,IQOO,WhatMobile,754 Ratings
"IQOO Neo 6 5G (Dark Nova, 128 GB)","29,999",4.3,8 GB RAM , 128 GB ROM,IQOO,WhatMobile,754 Ratings
"MOTOROLA g22 (Cosmic Black, 64 GB)","9,499",3.7,4 GB RAM , 64 GB ROM ,MOTOROLA,WhatMobile,"26,741 Ratings"
